Designator,Mid X,Mid Y,Rotation,Layer
R1_16,99.8855,-81.40475,90.0,bottom
R1_17,118.9355,-79.0235,90.0,bottom
R1_18,137.9855,-76.64225,90.0,bottom
R1_19,157.0355,-79.0235,90.0,bottom
R1_2,99.8855,-43.30475,90.0,bottom
R1_20,172.847,-91.1098,0.0,bottom
R1_21,199.898,-81.40475,90.0,bottom
R1_22,77.572711,-104.529751,103.5,bottom
R1_23,99.8855,-100.45475,90.0,bottom
R1_24,118.9355,-98.0735,90.0,bottom
R1_25,137.9855,-95.69225,90.0,bottom
R1_26,157.0355,-98.0735,90.0,bottom
R1_27,176.0855,-100.45475,90.0,bottom
R1_28,199.898,-100.45475,90.0,bottom
R1_29,53.077669,-110.951603,110.0,bottom
R1_3,120.015,-42.0878,90.0,bottom
R1_30,61.187631,-131.607931,110.0,bottom
R1_31,83.243913,-126.241665,103.5,bottom
R1_32,106.996363,-123.702778,95.0,bottom
R1_33,137.9855,-114.74225,90.0,bottom
R1_34,157.0355,-117.1235,90.0,bottom
R1_35,176.0855,-119.50475,90.0,bottom
R1_36,195.1355,-119.50475,90.0,bottom
R1_4,137.9855,-38.54225,90.0,bottom
R1_5,157.0355,-40.9235,90.0,bottom
R1_6,176.0855,-43.30475,90.0,bottom
R1_7,199.898,-42.9768,90.0,bottom
R1_8,80.8355,-62.35475,90.0,bottom
R1_9,99.8855,-62.35475,90.0,bottom
R2,61.925,-38.0238,90.0,bottom
R20,61.452,-47.4978,270.0,bottom
R21,62.502,-47.4978,90.0,bottom
R22,50.552,-47.220815,270.0,bottom
R23,49.052,-47.220815,270.0,bottom
R24,34.671,-43.4848,0.0,bottom
R25,38.912,-61.3478,0.0,bottom
R3,46.228,-72.8218,90.0,bottom
R30,54.102,-73.0758,270.0,bottom
R4,47.371,-72.8218,90.0,bottom
R5,34.652,-75.6978,270.0,bottom
R6,33.909,-55.6768,270.0,top
R7,48.202,-36.3478,0.0,top
R8,46.202,-49.4978,270.0,bottom
R9,52.902,-36.3478,180.0,top
SW1,49.533031,-95.516987,290.0,top
SW2,209.081,-81.7968,90.0,bottom
SW3,209.081,-73.9968,90.0,bottom
SW_K_1,73.152,-50.98825,0.0,bottom
SW_K_10,111.252,-67.657,0.0,bottom
SW_K_11,130.302,-65.27575,0.0,bottom
SW_K_12,149.352,-67.657,0.0,bottom
SW_K_13,168.402,-70.03825,0.0,bottom
SW_K_14,192.2145,-70.03825,0.0,bottom
SW_K_15,73.152,-89.08825,0.0,bottom
SW_K_16,92.202,-89.08825,0.0,bottom
SW_K_17,111.252,-86.707,0.0,bottom
SW_K_18,130.302,-84.32575,0.0,bottom
SW_K_19,149.352,-86.707,0.0,bottom
SW_K_2,92.202,-50.98825,0.0,bottom
SW_K_20,168.402,-89.08825,0.0,bottom
SW_K_21,192.2145,-89.08825,0.0,bottom
SW_K_22,71.895184,-113.794632,13.5,bottom
SW_K_23,92.202,-108.13825,0.0,bottom
SW_K_24,111.252,-105.757,0.0,bottom
SW_K_25,130.302,-103.37575,0.0,bottom
SW_K_26,149.352,-105.757,0.0,bottom
SW_K_27,168.402,-108.13825,0.0,bottom
SW_K_28,192.2145,-108.13825,0.0,bottom
SW_K_29,48.485453,-120.799643,20.0,bottom
SW_K_3,111.252,-48.607,0.0,bottom
SW_K_30,56.595415,-141.455971,20.0,bottom
SW_K_31,77.566386,-135.506546,13.5,bottom
SW_K_32,100.011763,-132.026701,5.0,bottom
SW_K_33,130.302,-122.42575,0.0,bottom
SW_K_34,149.352,-124.807,0.0,bottom
SW_K_35,168.402,-127.18825,0.0,bottom
SW_K_36,187.452,-127.18825,0.0,bottom
SW_K_4,130.302,-46.22575,0.0,bottom
SW_K_5,149.352,-48.607,0.0,bottom
SW_K_6,168.402,-50.98825,0.0,bottom
SW_K_7,192.2145,-50.6603,0.0,bottom
SW_K_8,73.152,-70.03825,0.0,bottom
SW_K_9,92.202,-70.03825,0.0,bottom
U1,39.878,-43.0978,180.0,top
U10,51.052,-53.920815,180.0,bottom
U11,50.339,-42.0878,90.0,bottom
U12,98.679,-36.8808,180.0,bottom
U13,85.852,-36.8808,180.0,bottom
U14,79.629,-36.8808,180.0,bottom
U15,66.675,-36.8808,180.0,bottom
U16,104.902,-33.9598,180.0,bottom
U17,101.6,-33.9598,180.0,bottom
U18,138.938,-32.9438,180.0,bottom
U19,119.761,-38.9128,0.0,bottom
U2,39.878,-54.0258,180.0,top
U20,155.829,-34.4678,180.0,bottom
U21,143.002,-34.4678,180.0,bottom
U22,174.752,-36.4998,180.0,bottom
U23,162.052,-36.4998,180.0,bottom
U24,182.626,-36.8808,180.0,bottom
U25,185.928,-36.8808,180.0,bottom
U3,36.576,-63.2968,90.0,top
U4,179.4082,-54.997485,0.0,bottom
U5,179.4582,-71.248115,0.0,bottom
U6,179.402,-91.9978,0.0,bottom
U7,131.202315,-135.2416,270.0,bottom
U8,119.9002,-135.197863,270.0,bottom
U9,57.302,-46.7478,135.0,bottom
USB1,50.302,-31.0673,0.0,bottom
USB2,28.3495,-86.1568,90.0,bottom
Y1,53.502,-63.2978,0.0,bottom
