Designator,Mid X,Mid Y,Rotation,Layer
R1_11,118.0875,-57.2655,90.0,bottom
R1_12,137.1375,-59.64675,90.0,bottom
R1_13,156.1875,-62.028,90.0,bottom
R1_14,175.2375,-62.028,90.0,bottom
R1_15,56.175,-81.078,90.0,bottom
R1_16,79.9875,-81.078,90.0,bottom
R1_17,99.0375,-78.69675,90.0,bottom
R1_18,118.0875,-76.3155,90.0,bottom
R1_19,137.1375,-78.69675,90.0,bottom
R1_2,79.9875,-42.978,90.0,bottom
R1_20,156.1875,-81.078,90.0,bottom
R1_21,175.2375,-81.078,90.0,bottom
R1_22,56.175,-100.128,90.0,bottom
R1_23,79.9875,-100.128,90.0,bottom
R1_24,99.0375,-97.74675,90.0,bottom
R1_25,118.0875,-95.3655,90.0,bottom
R1_26,137.1375,-97.74675,90.0,bottom
R1_27,156.1875,-100.128,90.0,bottom
R1_28,178.148059,-107.817707,76.5,bottom
R1_29,202.157243,-115.896471,70.0,bottom
R1_3,99.0375,-40.59675,90.0,bottom
R1_30,60.9375,-119.178,90.0,bottom
R1_31,79.9875,-119.178,90.0,bottom
R1_32,99.0375,-116.79675,90.0,bottom
R1_33,118.0875,-114.4155,90.0,bottom
R1_34,149.061518,-124.703812,85.0,bottom
R1_35,172.442856,-129.528077,76.5,bottom
R1_36,194.07079,-136.556784,70.0,bottom
R1_4,118.0875,-38.2155,90.0,bottom
R1_5,137.1375,-40.59675,90.0,bottom
R1_6,156.1875,-42.978,90.0,bottom
R1_7,175.2375,-42.978,90.0,bottom
R1_8,56.175,-62.028,90.0,bottom
R1_9,79.9875,-62.028,90.0,bottom
R2,179.6,-41.4,90.0,bottom
R20,195.7,-41.96,270.0,bottom
R21,196.75,-41.96,90.0,bottom
R22,190.654,-47.157515,270.0,bottom
R23,189.154,-47.157515,270.0,bottom
R24,201.3,-41.7,0.0,bottom
R25,208.614,-62.713,0.0,bottom
R3,197.6,-72.2695,90.0,bottom
R30,200.85,-75.7,0.0,bottom
R4,198.81,-72.2695,90.0,bottom
R5,204.825,-76.4,0.0,bottom
R6,207.25,-72.4,90.0,top
R7,188.304,-36.2845,0.0,top
R8,183.75,-48.2,270.0,bottom
R9,193.004,-36.2845,180.0,top
SW1,191.2,-95.55,70.0,top
SW2,31.623,-81.7968,270.0,bottom
SW3,31.623,-73.9968,270.0,bottom
SW_K_1,48.4915,-50.6615,0.0,bottom
SW_K_10,91.354,-67.33025,0.0,bottom
SW_K_11,110.404,-64.949,0.0,bottom
SW_K_12,129.454,-67.33025,0.0,bottom
SW_K_13,148.504,-69.7115,0.0,bottom
SW_K_14,167.554,-69.7115,0.0,bottom
SW_K_15,48.4915,-88.7615,0.0,bottom
SW_K_16,72.304,-88.7615,0.0,bottom
SW_K_17,91.354,-86.38025,0.0,bottom
SW_K_18,110.404,-83.999,0.0,bottom
SW_K_19,129.454,-86.38025,0.0,bottom
SW_K_2,72.304,-50.6615,0.0,bottom
SW_K_20,148.504,-88.7615,0.0,bottom
SW_K_21,167.554,-88.7615,0.0,bottom
SW_K_22,48.4915,-107.8115,0.0,bottom
SW_K_23,72.304,-107.8115,0.0,bottom
SW_K_24,91.354,-105.43025,0.0,bottom
SW_K_25,110.404,-103.049,0.0,bottom
SW_K_26,129.454,-105.43025,0.0,bottom
SW_K_27,148.504,-107.8115,0.0,bottom
SW_K_28,168.883178,-113.495233,346.5,bottom
SW_K_29,192.309203,-120.488687,340.0,bottom
SW_K_3,91.354,-48.28025,0.0,bottom
SW_K_30,53.254,-126.8615,0.0,bottom
SW_K_31,72.304,-126.8615,0.0,bottom
SW_K_32,91.354,-124.48025,0.0,bottom
SW_K_33,110.404,-122.099,0.0,bottom
SW_K_34,140.737595,-131.688412,355.0,bottom
SW_K_35,163.177975,-135.205603,346.5,bottom
SW_K_36,184.22275,-141.149,340.0,bottom
SW_K_4,110.404,-45.899,0.0,bottom
SW_K_5,129.454,-48.28025,0.0,bottom
SW_K_6,148.504,-50.6615,0.0,bottom
SW_K_7,167.554,-50.6615,0.0,bottom
SW_K_8,48.4915,-69.7115,0.0,bottom
SW_K_9,72.304,-69.7115,0.0,bottom
U1,206.490976,-44.297981,180.0,top
U10,191.154,-53.857515,180.0,bottom
U11,190.441,-42.0245,90.0,bottom
U12,79.65,-36.65,180.0,bottom
U13,62.7,-37.4,180.0,bottom
